employee_id,fullname,rating,years_of_service_months,job_level,SEA,CEX,QDD,iq,Papi_G,Papi_T,position_id,division_id,department_id,directorate_id,grade_id,company_id,education_id,major_id,area_id
EMP100458,Fajar Mahardika Handayani,3.0,70,Senior,3.0,3.0,2.0,114.0,6.0,5.0,3,2,5,2,3,4,1,6,2
EMP100459,Zahra Syahputra,3.0,81,Senior,3.0,4.0,3.0,85.0,4.0,4.0,1,3,3,1,3,1,3,5,1
EMP100460,Joko Sinaga,5.0,45,Middle,3.0,5.0,5.0,89.0,2.0,4.0,4,3,3,2,2,4,1,4,2
EMP100461,Novi Suharto,4.0,37,Middle,2.0,3.0,2.0,87.0,2.0,6.0,3,3,2,2,1,3,3,3,1
EMP100462,Lestari Anggara,5.0,28,Middle,5.0,5.0,5.0,85.0,2.0,9.0,5,2,6,1,1,4,3,3,3
EMP100463,Arif Kurniawan,4.0,91,Senior,5.0,3.0,3.0,123.0,7.0,8.0,4,3,3,1,3,4,2,4,4
EMP100464,Anisa Erlangga Lukman,3.0,104,Senior,3.0,3.0,4.0,132.0,1.0,8.0,1,2,3,3,1,4,4,4,4
EMP100465,Eko Pamungkas,5.0,48,Middle,3.0,5.0,4.0,119.0,8.0,2.0,5,4,1,3,2,1,1,1,2
EMP100466,Gita Nabila Indrawan,5.0,48,Middle,5.0,4.0,4.0,95.0,3.0,8.0,6,4,2,1,3,2,3,5,4
EMP100468,Dinda Erlangga Indrawan,2.0,26,Middle,2.0,1.0,3.0,109.0,9.0,6.0,3,1,3,2,1,1,3,5,1
EMP100469,Sari Suharto,2.0,57,Middle,2.0,3.0,3.0,82.0,9.0,1.0,6,3,5,2,3,3,1,3,4
EMP100470,Wulan Saputra Santoso,2.0,64,Senior,3.0,3.0,2.0,109.0,3.0,1.0,3,3,4,2,3,1,2,4,2
EMP100471,Indra Zulfikar Rahmawati,3.0,32,Middle,4.0,3.0,4.0,123.0,7.0,1.0,5,2,3,2,3,2,1,1,3
EMP100473,Zaki Zulfikar Salsabila,4.0,6,Junior,5.0,3.0,3.0,132.0,1.0,6.0,1,2,2,1,2,4,4,5,2
EMP100474,Vania Iqbal Fauziah,2.0,45,Middle,2.0,2.0,2.0,103.0,7.0,5.0,2,1,5,3,2,1,4,2,3
EMP100475,Rizky Setiawan,5.0,47,Middle,5.0,5.0,5.0,94.0,5.0,5.0,4,4,3,1,1,1,2,1,1
EMP100477,Gita Wibowo,4.0,98,Senior,4.0,5.0,3.0,109.0,6.0,3.0,4,4,1,3,2,2,3,6,2
EMP100479,Rendra Yudhistira Herlambang,2.0,82,Senior,3.0,2.0,1.0,115.0,7.0,1.0,2,2,1,2,3,2,3,2,1
EMP100481,Rama Salsabila,4.0,90,Senior,4.0,3.0,4.0,100.0,4.0,3.0,2,4,1,3,1,3,1,6,1
EMP100482,Rani Rachman Setiawan,1.0,38,Middle,1.0,2.0,1.0,120.0,5.0,1.0,2,5,5,3,3,1,4,6,4
EMP100483,Intan Nabila Pamungkas,3.0,23,Middle,3.0,4.0,3.0,109.0,2.0,2.0,6,4,4,3,1,1,2,6,3
EMP100484,Citra Nabila Handayani,4.0,35,Middle,3.0,3.0,3.0,109.0,9.0,4.0,4,2,4,3,3,4,2,3,1
EMP100485,Galih Aji Saputra,5.0,20,Middle,5.0,4.0,5.0,111.0,6.0,6.0,6,2,5,2,3,1,3,4,3
EMP100486,Joko Simanjuntak,4.0,22,Middle,5.0,5.0,4.0,110.0,5.0,1.0,3,3,5,2,1,4,3,4,3
EMP100487,Joko Lukman,2.0,24,Middle,2.0,2.0,2.0,106.0,1.0,8.0,6,4,5,2,2,4,4,3,3
EMP100488,Luthfi Pratama,3.0,64,Senior,4.0,3.0,2.0,126.0,6.0,9.0,3,2,6,2,2,3,2,5,1
EMP100490,Cahyo Suharto,2.0,44,Middle,2.0,2.0,2.0,80.0,2.0,1.0,5,3,5,1,2,1,3,5,1
EMP100491,Gita Anggara,2.0,85,Senior,3.0,3.0,2.0,89.0,9.0,4.0,3,5,6,2,1,1,1,4,1
EMP100492,Ahmad Lestari Handayani,4.0,74,Senior,4.0,4.0,4.0,90.0,3.0,8.0,4,3,6,3,1,4,4,2,1
EMP100493,Nurlita Wijaya,2.0,47,Middle,1.0,2.0,2.0,112.0,4.0,2.0,6,3,5,2,1,3,4,4,1
EMP100494,Dwi Mahardika Anggara,4.0,30,Middle,4.0,4.0,5.0,95.0,6.0,1.0,4,1,3,2,2,1,1,3,4
EMP100495,Gita Ganesha Zulfikar,2.0,64,Senior,2.0,2.0,2.0,81.0,3.0,8.0,4,5,3,3,2,1,3,3,3
EMP100496,Intan Wijaya Pratomo,3.0,74,Senior,3.0,3.0,3.0,109.0,4.0,1.0,1,2,4,3,2,2,1,5,2
EMP100500,Yoga Mahardika Gunawan,3.0,16,Junior,4.0,3.0,3.0,117.0,6.0,9.0,6,5,3,3,1,3,4,2,3
EMP100501,Rifqi Rachman Santoso,3.0,36,Middle,2.0,3.0,2.0,122.0,9.0,9.0,5,4,5,3,1,1,4,6,3
EMP100502,Wahyu Hasibuan,4.0,59,Middle,4.0,4.0,4.0,81.0,4.0,8.0,6,5,5,3,2,2,4,5,2
EMP100503,Prasetyo Ganesha Ramadhan,4.0,44,Middle,3.0,4.0,4.0,86.0,3.0,6.0,4,1,2,3,1,4,2,4,3
EMP100504,Kartika Halim Ginting,1.0,47,Middle,1.0,1.0,2.0,113.0,4.0,3.0,2,5,6,3,2,3,1,2,2
EMP100505,Intan Pramudita Maulida,3.0,66,Senior,2.0,2.0,3.0,98.0,3.0,4.0,5,4,2,3,3,1,3,6,1
EMP100506,Cahyo Iqbal Suharto,2.0,82,Senior,2.0,2.0,2.0,102.0,3.0,7.0,1,3,1,1,1,2,4,6,3
EMP100507,Dewi Rahmawati,4.0,44,Middle,3.0,4.0,3.0,81.0,7.0,9.0,1,3,5,3,2,2,3,6,1
EMP100508,Sari Nabila Halim,4.0,41,Middle,4.0,4.0,3.0,107.0,5.0,8.0,3,4,3,2,1,4,4,3,4
EMP100509,Zaki Tri Lestari,4.0,47,Middle,3.0,3.0,3.0,85.0,3.0,9.0,1,2,1,3,2,2,2,2,4
EMP100510,Rizky Lestari Situmorang,4.0,46,Middle,3.0,4.0,4.0,82.0,3.0,6.0,4,4,3,3,2,2,2,6,1
EMP100511,Nugroho Saputra,3.0,29,Middle,3.0,2.0,3.0,135.0,8.0,3.0,5,2,1,2,3,2,1,3,1
EMP100512,Valdo Ginting,5.0,52,Middle,5.0,3.0,5.0,101.0,3.0,1.0,2,4,6,3,3,3,2,5,4
EMP100513,Nabila Fadillah Setiawan,4.0,59,Middle,5.0,4.0,5.0,109.0,8.0,7.0,6,1,6,1,3,1,1,2,1
EMP100514,Fitri Saputra Yulianto,3.0,64,Senior,3.0,4.0,4.0,91.0,5.0,8.0,4,4,5,2,3,2,2,1,4
EMP100516,Yoga Nugroho,3.0,37,Middle,3.0,4.0,4.0,100.0,1.0,4.0,1,2,6,1,1,2,3,4,2
EMP100517,Rendra Wibowo,1.0,27,Middle,1.0,1.0,2.0,109.0,9.0,9.0,6,1,4,2,3,4,2,3,3
EMP100518,Hana Erlangga Gunawan,1.0,83,Senior,3.0,1.0,1.0,92.0,8.0,4.0,1,3,6,1,3,1,3,5,3
EMP100519,Teguh Indrawan,5.0,56,Middle,5.0,5.0,5.0,131.0,2.0,6.0,5,1,6,1,2,2,4,1,3
EMP100520,Rifqi Kusuma Wibowo,4.0,74,Senior,3.0,4.0,4.0,86.0,7.0,2.0,1,1,1,3,2,3,3,3,1
EMP100521,Nadia Gunawan,3.0,35,Middle,3.0,3.0,3.0,100.0,6.0,7.0,2,2,6,3,3,2,1,6,3
EMP100522,Nabila Yudhistira Salsabila,4.0,63,Senior,4.0,4.0,5.0,109.0,4.0,6.0,6,5,4,1,3,1,3,5,1
EMP100523,Indra Adi Hartanto,2.0,33,Middle,3.0,2.0,2.0,134.0,4.0,9.0,4,1,1,3,3,3,1,4,1
EMP100524,Hadi Nugroho,5.0,23,Middle,5.0,4.0,5.0,94.0,8.0,3.0,2,4,1,2,3,2,3,2,2
EMP100525,Umar Fauziah,3.0,79,Senior,3.0,4.0,4.0,105.0,2.0,1.0,4,4,3,2,2,4,4,6,1
EMP100526,Kartika Maulana,4.0,82,Senior,4.0,5.0,4.0,96.0,5.0,2.0,5,3,3,2,3,4,4,6,1
EMP100527,Rendra Situmorang,3.0,50,Middle,2.0,3.0,3.0,133.0,5.0,9.0,6,2,6,2,2,3,4,5,4
EMP100528,Lestari Suharto,3.0,18,Middle,3.0,3.0,2.0,85.0,4.0,6.0,5,4,2,3,1,3,3,3,4
EMP100529,Anisa Lukman,3.0,46,Middle,3.0,3.0,3.0,108.0,6.0,4.0,4,2,1,2,1,2,1,1,4
EMP100531,Bella Erlangga Pratama,4.0,1,Junior,4.0,3.0,4.0,109.0,8.0,4.0,1,5,2,2,3,4,1,2,4
EMP100532,Umar Baskara Gunawan,3.0,41,Middle,3.0,3.0,3.0,109.0,1.0,6.0,2,4,1,2,1,3,1,3,1
EMP100533,Fajar Ananda,3.0,19,Middle,2.0,3.0,3.0,109.0,5.0,5.0,1,5,4,1,3,1,4,6,3
EMP100534,Rama Kurniawan,3.0,20,Middle,2.0,3.0,3.0,103.0,6.0,7.0,4,2,6,3,2,4,3,6,1
EMP100536,Eko Gunawan,5.0,79,Senior,4.0,5.0,5.0,121.0,6.0,3.0,5,5,5,3,2,4,1,1,4
EMP100537,Iman Yulianto,2.0,34,Middle,3.0,2.0,2.0,100.0,1.0,4.0,2,1,6,2,1,2,3,2,1
EMP100538,Maya Gunawan,4.0,39,Middle,4.0,3.0,4.0,126.0,6.0,5.0,2,3,6,2,2,2,4,4,1
EMP100539,Teguh Dharma Indrawan,4.0,21,Middle,4.0,4.0,4.0,94.0,9.0,1.0,4,5,6,3,1,3,4,2,3
EMP100540,Anisa Halim Ramadhan,1.0,47,Middle,2.0,1.0,1.0,106.0,8.0,7.0,3,2,3,1,3,2,3,5,2
EMP100541,Dinda Candra Pamungkas,4.0,30,Middle,4.0,4.0,4.0,115.0,5.0,8.0,6,5,6,2,2,3,4,1,1
EMP100542,Ahmad Situmorang,3.0,78,Senior,3.0,3.0,3.0,131.0,5.0,4.0,2,3,5,3,3,3,2,6,1
EMP100543,Teguh Fadillah Ramadhan,4.0,57,Middle,4.0,3.0,3.0,85.0,8.0,9.0,4,4,1,2,3,3,4,2,2
EMP100545,Adit Firmansyah,3.0,54,Middle,3.0,4.0,3.0,109.0,3.0,7.0,4,4,4,2,1,1,4,6,2
EMP100546,Nadia Saputra Kusuma,3.0,77,Senior,4.0,2.0,3.0,136.0,2.0,6.0,4,1,5,1,3,2,4,5,4
EMP100547,Nabila Anggara,4.0,28,Middle,4.0,4.0,3.0,134.0,3.0,3.0,3,1,3,2,1,4,2,1,1
EMP100548,Fajar Suharto,5.0,88,Senior,5.0,3.0,4.0,109.0,5.0,7.0,2,1,4,1,2,4,3,3,4
EMP100549,Lestari Aji Subekti,2.0,22,Middle,2.0,2.0,2.0,109.0,3.0,2.0,4,2,4,1,3,1,4,3,3
EMP100550,Hadi Hartanto,5.0,68,Senior,5.0,5.0,5.0,109.0,2.0,8.0,3,3,3,2,2,3,3,5,1
EMP100551,Mahendra Aji Permadi,2.0,33,Middle,2.0,2.0,2.0,109.0,3.0,8.0,1,5,2,3,3,3,3,2,4
EMP100552,Vania Syahputra,1.0,69,Senior,1.0,1.0,2.0,137.0,5.0,5.0,3,3,5,1,3,4,1,3,3
EMP100553,Lestari Kurniawan,3.0,31,Middle,2.0,3.0,4.0,107.0,5.0,9.0,2,4,3,1,2,3,1,1,2
EMP100554,Intan Saputra,5.0,83,Senior,5.0,5.0,5.0,109.0,2.0,2.0,4,5,4,3,3,4,1,2,1
EMP100555,Rani Anugrah Ridwan,3.0,2,Junior,3.0,3.0,2.0,99.0,4.0,6.0,6,2,5,1,1,4,1,5,4
EMP100556,Hadi Rohman,3.0,61,Senior,2.0,3.0,3.0,107.0,9.0,2.0,2,5,5,2,1,3,3,4,1
EMP100557,Rizka Subekti,3.0,59,Middle,3.0,3.0,2.0,102.0,3.0,1.0,1,4,6,2,2,2,2,1,1
EMP100561,Valdo Santoso,4.0,0,Junior,4.0,3.0,4.0,82.0,9.0,3.0,6,3,5,1,1,3,1,3,4
EMP100562,Utami Suharto,3.0,24,Middle,3.0,2.0,2.0,89.0,2.0,6.0,1,4,6,3,1,1,4,4,2
EMP100563,Dinda Maulida,2.0,9,Junior,2.0,3.0,2.0,105.0,2.0,1.0,2,5,3,2,2,3,2,4,2
EMP100564,Maya Candra Lukman,3.0,27,Middle,3.0,3.0,2.0,104.0,9.0,3.0,2,3,2,2,3,2,4,3,4
EMP100565,Anisa Pramudita Maulana,2.0,28,Middle,1.0,2.0,1.0,119.0,2.0,2.0,3,3,5,2,3,2,1,2,1
EMP100566,Rendra Setiawan,3.0,95,Senior,3.0,3.0,3.0,109.0,1.0,6.0,6,2,4,3,2,1,1,4,1
EMP100567,Nurlita Ananda,3.0,79,Senior,3.0,2.0,3.0,87.0,8.0,5.0,1,5,3,3,1,2,4,1,4
EMP100568,Hana Dharma Gunawan,4.0,61,Senior,3.0,5.0,4.0,96.0,6.0,9.0,6,4,5,3,1,2,2,3,3
EMP100569,Zaki Anggara,5.0,30,Middle,3.0,3.0,3.0,85.0,1.0,5.0,6,5,1,1,1,4,3,3,3
EMP100570,Dewi Mahardika Purnama,3.0,72,Senior,3.0,3.0,2.0,109.0,5.0,8.0,6,4,4,2,3,2,3,6,3
EMP100571,Yuni Setiawan,5.0,40,Middle,4.0,5.0,5.0,139.0,7.0,7.0,4,3,5,2,3,4,3,2,1
EMP100572,Rama Pradana,2.0,53,Middle,3.0,2.0,1.0,135.0,6.0,6.0,2,5,1,1,2,3,1,3,1
EMP100573,Arif Pramudita Syahputra,2.0,15,Junior,1.0,2.0,3.0,135.0,4.0,2.0,2,3,3,2,1,1,1,2,3
EMP100575,Prasetyo Handayani,3.0,10,Junior,2.0,2.0,3.0,108.0,1.0,8.0,4,5,6,2,2,3,2,6,3
EMP100576,Andi Wijaya Kusuma,4.0,48,Middle,4.0,4.0,4.0,99.0,6.0,3.0,4,2,1,2,1,3,4,6,2
EMP100577,Umar Anugrah Hidayat,2.0,79,Senior,3.0,1.0,2.0,109.0,4.0,5.0,2,1,3,2,1,4,3,3,3
EMP100578,Teguh Anggara,4.0,72,Senior,4.0,3.0,4.0,136.0,9.0,8.0,5,4,1,2,1,4,1,2,1
EMP100579,Yoga Sinaga,3.0,55,Middle,4.0,2.0,3.0,130.0,8.0,3.0,6,1,3,1,2,3,3,1,1
EMP100580,Adi Lukman,1.0,39,Middle,2.0,1.0,1.0,97.0,1.0,9.0,3,3,2,3,3,1,3,4,3
EMP100581,Wahyu Dharma Santoso,2.0,41,Middle,3.0,3.0,3.0,104.0,8.0,8.0,5,5,3,3,3,4,1,3,1
EMP100582,Wulan Nabila Fauziah,3.0,58,Middle,2.0,3.0,2.0,104.0,5.0,2.0,4,2,2,3,3,2,1,2,1
EMP100583,Dinda Zulfikar Herlambang,3.0,75,Senior,3.0,3.0,3.0,115.0,1.0,1.0,6,4,1,2,3,4,4,5,1
EMP100584,Satya Ananda,2.0,80,Senior,1.0,2.0,1.0,119.0,2.0,6.0,3,1,3,3,2,2,1,1,3
EMP100585,Indra Rohman,1.0,18,Middle,1.0,1.0,1.0,113.0,4.0,5.0,6,3,6,3,1,4,3,4,1
EMP100586,Adit Hartanto,4.0,33,Middle,4.0,3.0,4.0,111.0,8.0,6.0,4,2,6,3,3,1,1,1,2
EMP100587,Nabila Syahputra,3.0,54,Middle,3.0,3.0,3.0,113.0,4.0,4.0,4,3,3,1,3,1,2,1,3
EMP100589,Anisa Tri Pamungkas,3.0,41,Middle,3.0,3.0,3.0,109.0,4.0,2.0,2,2,4,1,1,2,1,1,3
EMP100590,Putri Rachman Hartanto,1.0,59,Middle,1.0,1.0,2.0,109.0,1.0,6.0,5,3,4,2,2,2,2,3,1
EMP100591,Kurnia Ginting,5.0,52,Middle,3.0,3.0,3.0,86.0,2.0,3.0,5,3,3,3,2,4,2,4,3
EMP100593,Hadi Santoso,3.0,12,Junior,3.0,3.0,3.0,139.0,7.0,7.0,1,4,2,3,1,4,4,4,2
EMP100594,Teguh Sinaga,2.0,73,Senior,2.0,2.0,3.0,134.0,7.0,4.0,4,3,2,2,1,4,1,3,2
EMP100595,Lestari Saputra,2.0,84,Senior,3.0,2.0,2.0,109.0,9.0,5.0,2,2,4,2,3,2,1,6,1
EMP100596,Dimas Aji Hidayat,2.0,50,Middle,3.0,1.0,99.0,109.0,9.0,5.0,6,4,4,1,3,1,3,4,4
EMP100597,Fajar Maulana,4.0,58,Middle,3.0,5.0,3.0,97.0,3.0,1.0,1,2,6,3,1,1,3,2,1
EMP100598,Adit Aji Tamba,3.0,39,Middle,4.0,3.0,3.0,124.0,6.0,1.0,6,2,5,1,1,1,2,6,4
EMP100599,Dimas Kurniawan,1.0,16,Junior,1.0,1.0,2.0,81.0,6.0,1.0,2,1,2,1,3,2,4,1,1
EMP100600,Zaki Wijaya,1.0,12,Junior,1.0,3.0,1.0,137.0,5.0,5.0,4,3,2,1,3,4,4,5,4
EMP100601,Nurlita Subekti,3.0,70,Senior,3.0,3.0,4.0,123.0,2.0,5.0,3,2,2,2,2,4,2,2,2
EMP100602,Rifqi Ananda,1.0,53,Middle,1.0,1.0,1.0,109.0,1.0,4.0,1,1,2,3,2,4,1,1,4
EMP100603,Ahmad Handayani,4.0,71,Senior,2.0,2.0,2.0,107.0,9.0,2.0,6,5,1,3,3,3,4,2,1
EMP100604,Yoga Lukman,2.0,1,Junior,3.0,3.0,1.0,109.0,8.0,9.0,4,5,4,3,1,3,3,5,2
EMP100605,Dwi Anggara,5.0,73,Senior,5.0,3.0,5.0,109.0,2.0,4.0,1,5,4,2,3,1,3,3,3
EMP100606,Wulan Candra Saputra,3.0,52,Middle,3.0,3.0,4.0,97.0,6.0,8.0,1,1,6,3,1,2,2,3,1
EMP100607,Rifqi Halim,1.0,77,Senior,2.0,1.0,2.0,82.0,7.0,2.0,5,3,6,2,3,2,1,6,4
EMP100608,Rani Kurniawan,5.0,17,Junior,5.0,5.0,5.0,109.0,7.0,6.0,6,4,6,1,3,1,4,2,4
EMP100609,Oktavia Nabila Ginting,4.0,45,Middle,3.0,4.0,4.0,114.0,2.0,6.0,6,2,3,1,3,4,3,5,2
EMP100610,Hana Rohman,3.0,71,Senior,2.0,3.0,4.0,94.0,2.0,2.0,1,5,5,1,3,2,3,4,4
EMP100611,Indra Sinaga,4.0,83,Senior,4.0,4.0,4.0,114.0,3.0,9.0,6,2,1,3,1,1,1,6,2
EMP100612,Adit Utami,3.0,87,Senior,2.0,2.0,3.0,115.0,1.0,5.0,5,3,1,1,3,1,2,1,4
EMP100613,Cahyo Nabila Situmorang,4.0,24,Middle,4.0,4.0,3.0,114.0,5.0,7.0,6,4,1,3,2,2,2,6,3
EMP100614,Cahyo Pratama,1.0,25,Middle,1.0,1.0,1.0,133.0,9.0,5.0,3,3,1,1,2,4,2,1,2
EMP100615,Ahmad Halim Nugroho,5.0,86,Senior,5.0,5.0,5.0,139.0,1.0,2.0,4,1,5,3,1,2,4,1,1
EMP100617,Eko Rahmawati,3.0,32,Middle,3.0,2.0,3.0,104.0,7.0,6.0,1,3,1,1,3,4,4,5,1
EMP100618,Arif Ramadhan,4.0,81,Senior,4.0,3.0,4.0,140.0,5.0,1.0,2,4,1,3,1,1,1,3,4
EMP100619,Adi Candra Firmansyah,2.0,49,Middle,2.0,1.0,3.0,114.0,8.0,5.0,1,3,2,1,2,3,4,1,2
EMP100620,Oka Kusuma,3.0,76,Senior,3.0,3.0,3.0,119.0,2.0,3.0,3,4,5,1,2,4,4,3,2
EMP100621,Zahra Fauziah,3.0,77,Senior,3.0,3.0,2.0,87.0,7.0,8.0,6,1,1,3,1,3,4,5,2
EMP100622,Ahmad Anugrah Anggara,2.0,20,Middle,2.0,1.0,1.0,90.0,7.0,5.0,2,2,5,3,1,1,1,1,3
EMP100623,Hadi Simanjuntak,2.0,53,Middle,1.0,2.0,2.0,82.0,9.0,9.0,3,3,3,1,3,1,1,2,1
EMP100624,Luthfi Firmansyah,2.0,38,Middle,1.0,2.0,2.0,95.0,7.0,3.0,4,4,6,1,3,2,1,4,4
EMP100625,Dwi Utami,2.0,83,Senior,2.0,2.0,1.0,132.0,6.0,5.0,4,2,2,3,3,4,3,3,2
EMP100626,Arif Nugroho,1.0,8,Junior,1.0,1.0,2.0,81.0,3.0,2.0,4,3,2,1,3,2,2,6,1
EMP100627,Hadi Handayani,3.0,19,Middle,2.0,3.0,3.0,106.0,3.0,7.0,6,4,5,2,2,3,3,2,3
EMP100628,Fitri Dharma Siregar,2.0,12,Junior,2.0,2.0,1.0,84.0,5.0,7.0,5,5,6,3,1,2,2,1,4
EMP100629,Mahendra Subekti,3.0,34,Middle,4.0,2.0,4.0,124.0,5.0,4.0,1,2,6,1,3,2,2,1,3
EMP100630,Maya Candra Maulida,4.0,8,Junior,5.0,3.0,5.0,109.0,2.0,6.0,5,2,4,3,3,1,1,2,1
EMP100631,Zahra Dharma Zulfikar,4.0,58,Middle,3.0,4.0,3.0,119.0,7.0,9.0,4,3,6,1,2,3,4,6,3
EMP100632,Rani Pramudita Suharto,4.0,77,Senior,3.0,3.0,3.0,109.0,4.0,7.0,3,2,4,3,2,1,3,1,4
EMP100633,Dewi Setiawan,4.0,54,Middle,4.0,4.0,4.0,110.0,5.0,3.0,5,4,3,1,3,1,4,2,4
EMP100634,Nugroho Pratama,3.0,55,Middle,3.0,2.0,4.0,117.0,1.0,1.0,1,3,5,2,2,3,1,3,1
EMP100635,Umar Dharma Fauziah,4.0,19,Middle,4.0,4.0,4.0,133.0,5.0,5.0,4,1,5,3,2,1,1,4,1
EMP100636,Rama Aji Wibowo,3.0,76,Senior,3.0,4.0,3.0,80.0,5.0,5.0,3,1,2,3,3,2,1,6,2
EMP100637,Rani Adi Simanjuntak,5.0,52,Middle,4.0,5.0,5.0,105.0,7.0,1.0,4,1,6,1,3,3,3,4,2
EMP100638,Budi Yudhistira Permadi,4.0,64,Senior,3.0,4.0,4.0,109.0,5.0,7.0,3,5,4,1,3,2,1,2,1
EMP100639,Iman Pratama,5.0,54,Middle,5.0,5.0,5.0,138.0,5.0,4.0,5,4,2,2,2,2,3,1,2
EMP100640,Dewi Yudhistira Putra,3.0,7,Junior,2.0,3.0,3.0,135.0,6.0,1.0,5,4,5,2,2,2,1,3,1
EMP100641,Julia Simanjuntak,3.0,70,Senior,4.0,2.0,2.0,109.0,9.0,3.0,4,4,4,2,2,2,3,1,3
EMP100642,Umar Halim Pradana,3.0,69,Senior,4.0,3.0,2.0,106.0,9.0,5.0,6,2,6,1,1,3,2,1,4
EMP100643,Dewi Yulianto,4.0,64,Senior,4.0,3.0,3.0,135.0,6.0,9.0,3,5,3,2,1,4,2,5,4
EMP100644,Ayunda Hartanto,3.0,69,Senior,1.0,2.0,1.0,98.0,5.0,6.0,3,3,3,3,1,2,4,2,2
EMP100645,Yoga Iqbal Santoso,5.0,26,Middle,5.0,5.0,4.0,82.0,6.0,1.0,5,4,5,3,2,1,4,5,1
EMP100646,Oktavia Ananda,4.0,62,Senior,3.0,3.0,4.0,126.0,3.0,4.0,5,3,3,1,1,4,3,2,2
EMP100648,Sari Mahardika Firmansyah,4.0,72,Senior,4.0,0.0,3.0,109.0,6.0,6.0,3,5,4,2,1,1,2,4,2
EMP100649,Wahyu Dharma Handayani,5.0,48,Middle,5.0,5.0,5.0,99.0,5.0,1.0,1,4,1,2,2,2,2,6,1
EMP100650,Rifqi Kurniawan,5.0,23,Middle,4.0,5.0,5.0,109.0,2.0,5.0,2,5,4,3,2,1,3,3,4
EMP100651,Novi Pamungkas,3.0,56,Middle,4.0,3.0,4.0,117.0,7.0,3.0,1,5,3,2,3,3,4,3,1
EMP100652,Eko Mahardika Lukman,5.0,58,Middle,5.0,5.0,5.0,122.0,8.0,4.0,6,1,3,2,1,3,4,4,4
EMP100654,Prasetyo Hidayat,4.0,29,Middle,3.0,3.0,3.0,109.0,1.0,5.0,5,3,5,3,1,3,1,6,4
EMP100655,Novi Lestari,3.0,88,Senior,3.0,3.0,2.0,109.0,8.0,4.0,5,2,4,1,3,4,2,2,2
EMP100656,Joko Herlambang,4.0,92,Senior,4.0,5.0,3.0,96.0,5.0,5.0,5,3,3,1,1,2,1,6,4
EMP100657,Rendra Anugrah Maulida,3.0,76,Senior,3.0,2.0,3.0,84.0,5.0,6.0,4,2,1,1,3,1,1,4,2
EMP100658,Nurlita Jatmiko Salsabila,1.0,149,Senior,2.0,1.0,1.0,109.0,2.0,4.0,1,4,6,2,1,2,4,6,1
EMP100659,Bella Utami,3.0,26,Middle,2.0,3.0,3.0,133.0,9.0,3.0,4,3,2,3,2,3,4,6,4
EMP100660,Anisa Putra,1.0,36,Middle,1.0,1.0,2.0,126.0,9.0,5.0,6,1,6,2,2,2,2,1,1
EMP100661,Budi Siregar,4.0,69,Senior,5.0,3.0,3.0,103.0,1.0,7.0,3,2,5,3,3,2,4,6,3
EMP100662,Utami Pratama,4.0,67,Senior,4.0,4.0,4.0,119.0,7.0,5.0,1,5,3,3,1,4,2,2,4
EMP100663,Rifqi Jatmiko Indrawan,5.0,55,Middle,5.0,4.0,5.0,123.0,3.0,9.0,3,3,5,2,1,2,4,3,2
EMP100664,Zaki Rachman Putra,3.0,19,Middle,2.0,2.0,2.0,101.0,4.0,7.0,5,4,2,1,1,4,2,6,3
EMP100665,Rendra Ridwan,3.0,42,Middle,4.0,3.0,4.0,102.0,6.0,6.0,5,2,2,3,3,3,3,3,2
EMP100666,Evi Sinaga,4.0,36,Middle,4.0,4.0,4.0,118.0,6.0,3.0,6,1,1,3,1,3,2,1,2
EMP100667,Rifqi Handayani,2.0,109,Senior,3.0,3.0,2.0,93.0,4.0,3.0,5,1,6,1,3,4,1,2,2
EMP100669,Adi Suharto,1.0,79,Senior,3.0,1.0,1.0,96.0,1.0,9.0,4,1,3,2,1,3,2,2,1
EMP100670,Rama Tamba,3.0,70,Senior,0.0,3.0,3.0,109.0,2.0,2.0,3,3,4,3,2,2,4,6,1
EMP100671,Fajar Baskara Rohman,2.0,82,Senior,3.0,1.0,2.0,111.0,5.0,8.0,2,4,2,2,3,1,2,2,1
EMP100672,Rani Ridwan,1.0,76,Senior,1.0,1.0,1.0,114.0,5.0,9.0,4,3,3,2,3,3,2,6,1
EMP100673,Citra Siregar,3.0,18,Middle,3.0,3.0,3.0,107.0,4.0,7.0,4,4,2,3,1,2,1,4,2
EMP100674,Valdo Handayani,2.0,31,Middle,1.0,2.0,1.0,109.0,4.0,6.0,6,5,5,1,2,2,4,6,3
EMP100675,Fajar Permadi,1.0,63,Senior,1.0,1.0,3.0,134.0,7.0,5.0,4,3,3,3,2,2,4,6,3
EMP100676,Rifqi Simanjuntak,1.0,54,Middle,1.0,2.0,2.0,81.0,9.0,6.0,3,1,5,2,2,3,3,2,3
EMP100677,Rani Halim Saputra,1.0,13,Junior,2.0,1.0,1.0,135.0,1.0,1.0,1,1,3,1,1,3,4,5,3
EMP100678,Julia Jatmiko Nugroho,4.0,80,Senior,4.0,5.0,3.0,109.0,8.0,1.0,2,5,4,1,2,2,3,3,1
EMP100679,Gita Sinaga,2.0,39,Middle,2.0,2.0,2.0,109.0,5.0,5.0,4,3,2,1,2,3,2,3,4
EMP100680,Nugroho Ramadhan,4.0,47,Middle,4.0,3.0,5.0,106.0,5.0,9.0,1,3,5,1,1,4,2,5,3
